"ï»¿""Data Source""",World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
European Union,EUU,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.77330397,2.691378815,2.591896144,2.509721225,2.351844564,2.277767435,2.164202946,2.035327945,2.014274915,1.969739353,1.918107478,1.884488384,1.848223707,1.815807117,1.825710688,1.819392914,1.77955198,1.735431261,1.689725221,1.650946356,1.67100723,1.759677241,1.68203258,1.610882094,1.602824468,1.552811566,
Fragile and conflict affected situations,FCS,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.497065552,4.507638074,4.273026585,3.589020108,3.878213857,4.370393726,3.239950266,3.003735642,2.63359683,2.429378507,2.184272044,2.116723147,,,2.815791055,2.881771231,,
Finland,FIN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56213357,1.483783123,1.513020547,1.721441549,1.843209353,1.809954751,1.699938304,1.422541499,1.530472271,1.535155051,1.462843282,1.22278862,1.241000727,1.144443598,1.154502357,1.323489632,1.344674622,1.341955264,1.321445537,1.180701454,1.274062908,1.431262394,1.371993586,1.369946513,1.200588741,1.2198211,
Fiji,FJI,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.223481985,2.456849794,2.282828283,2.345739471,1.993658515,1.959151299,1.844783715,1.761160634,1.542838019,1.478614667,1.36403682,1.22604763,1.902479248,1.97650996,1.677510099,1.61027625,1.715759387,1.433805394,1.742541049,2.224997187,1.520952799,1.78123556,1.606788856,1.503341716,1.480234516,1.403087935,
France,FRA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.527700432,3.428595953,3.339703219,3.347880617,3.203262374,3.201921972,3.167206841,2.967345243,2.874458874,2.827952381,2.65032647,2.592746984,2.471010965,2.407503679,2.426268254,2.484613158,2.495382169,2.400989177,2.344886085,2.275462951,2.257835008,2.483010721,2.334172804,2.256658139,2.234513708,2.181259572,
Faeroe Islands,FRO,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.801452248,1.910440849,1.920167578,1.790230457,1.714089818,1.312651775,1.161975358,1.063920092,,,0.859207489,,1.405087647,1.318479028,
United Kingdom,GBR,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.852199754,3.796317379,3.709807072,3.852780349,3.464074269,3.261510543,3.045386838,2.738132185,2.670448906,2.459318601,2.434435835,2.340956565,2.301096616,2.341606873,2.416013305,2.464290964,2.348487202,2.286418525,2.225576786,2.226804848,2.350404135,2.508325777,2.412143497,2.325371505,2.23700362,2.162490909,
Georgia,GEO,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.210173031,1.253587681,1.136973961,0.924374864,0.615582488,0.740186006,1.000532992,1.068414392,1.374144292,3.338796884,5.2212046,9.156291948,8.519069896,5.604358946,3.904863224,3.245154596,2.881460737,2.741424702,
Ghana,GHA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47564869,0.423365843,0.468556964,0.617912289,0.642197743,0.697296041,0.691642651,0.761123366,0.643812783,0.658948234,0.768963922,0.767743127,1.020163889,0.609392525,0.599647988,0.698331411,0.634639209,0.59839113,0.371022112,0.5096213,0.397632786,0.434443766,0.388767022,0.249097232,0.261476094,0.530536738,
Guinea,GIN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.380191876,1.694382077,1.340506105,1.355911028,,,1.172671371,1.255008515,1.595106264,1.534637451,3.098398735,3.328111453,2.441181415,2.231015996,,,,,,,,,,
"Gambia, The",GMB,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000586936,1.086023202,1.248849267,0.640283025,0.373004996,0.332763721,0.30058436,0.447893043,0.261120213,0.519690011,0.481928244,0.431932626,0.42450719,0.357026297,0.390720316,0.410205891,0.333698104,0.478245107,0.425347641,0.568678359,,,,,,,
Guinea-Bissau,GNB,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.072211098,,,,,0.855925838,0.870947718,0.701776941,0.676895595,1.404761905,,2.574794635,1.576394081,1.530165127,1.575428801,,2.064850055,,,,1.664401303,2.021236804,1.587438745,1.729234377,,
Equatorial Guinea,GNQ,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.360255322,2.430589036,,,,,,,,,,,,1.924424981,1.896110201,3.971534977,,,,,
Greece,GRC,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.593316103,3.221445762,3.251145192,2.981471235,3.10622838,3.08124205,3.065039438,3.04259852,3.147910247,3.191535682,3.328877856,3.349774248,3.453701352,3.255541592,3.099695577,2.498725997,2.615367877,2.838019011,2.783809467,2.677908011,2.981874959,3.226242572,2.724840193,2.468335323,2.370484645,2.451215755,
Grenada,GRD,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.591628178,1.536863628,1.471576784,1.080285168,1.25404233,1.07871279,1.079427888,0.989939804,0.821126765,0.742537209,0.720836747,0.67560091,0.818068165,1.051859533,0.762429634,0.815885169,0.479415837,0.384154355,0.432047199,0.398456601,0.425521847,0.390626268,0.410696112,0.414272315,0.445375618,0.482172868,
Guam,GUM,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.02754959,1.200387291,0.906479447,0.603017724,0.983243608,0.975965529,1.014665141,0.915362879,0.787568513,,,,1.502938139,1.756524642,1.905653735,1.874947864,1.790783301,1.909348408,1.118973572,1.221067099,1.350940601,1.402276369,1.274148394,1.172213852,1.099102903,1.104977773,
High income,HIC,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.471771691,3.982160836,3.741263504,3.009106958,2.973330687,2.842656076,2.635678792,2.430815286,2.369959341,2.374219198,2.311740473,2.238168794,2.243630299,2.285310452,2.405146019,2.488079332,2.49490595,2.517248955,2.502773341,2.481570063,2.588301397,2.850408975,2.800294099,2.712660106,2.665927249,2.545062377,
"Hong Kong SAR, China",HKG,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.730399235,0.822523983,0.80903017,0.998473582,0.682938306,0.641643129,0.692236097,0.776222668,0.9538254,1.074984037,1.074557447,1.131248731,1.004021611,1.239572142,
Heavily indebted poor countries (HIPC),HPC,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.697822015,2.817660519,2.639309688,2.04428361,1.914305274,1.892368349,1.662303536,1.645946479,1.553214903,1.647743951,2.386789432,2.758229279,2.014317638,2.028101979,1.85968706,1.744913612,1.977218109,1.767728709,1.758565801,1.392178932,1.433758882,1.356557502,1.38212877,1.380133265,1.207991592,1.334222037,
Croatia,HRV,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.202863261,8.187544486,7.544374843,5.611980044,4.429388119,3.029833852,2.702928196,2.729470712,2.047054709,1.757860207,1.75949606,1.684231262,1.629176879,1.839596186,1.80260208,1.702531086,1.777880675,1.691299296,1.653565965,
Haiti,HTI,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.091276207,0.083591032,0.096710129,0.076973622,0.102384051,,,,,,,,,,,,,,,,,,,
Hungary,HUN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.365188576,2.310324375,2.096099708,2.011146617,1.540299038,1.45456043,1.66988941,1.452750937,1.649019484,1.70037743,1.776307313,1.609373394,1.653988265,1.486998446,1.428488265,1.235717118,1.281099576,1.191124851,1.142316341,1.042825233,1.055821835,1.043826711,0.907986492,
Indonesia,IDN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95343539,0.876480834,0.910055322,0.83170444,0.869349962,0.756877139,0.822301918,0.776873574,0.78788062,0.761515884,0.690345365,0.574594741,,0.477670832,0.785362701,0.987051254,0.945716157,0.750789096,0.71642548,0.774786825,0.633480985,0.612410891,0.657561251,0.690129516,0.886281513,0.902292494,
Isle of Man,IMN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.708004274,3.486554519,3.207028746,2.953072115,2.750001705,2.973002958,2.70660458,2.665634326,2.52945731,2.76648291,2.833571744,3.099158872,2.971416456,2.98406701,2.846636564,2.723910975,2.828317359,2.753583672,2.526366225,2.342047369,2.550593084,2.892945222,2.708079383,2.622279046,2.525894675,2.447762268,
Not classified,INX,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.055567637,0.979538656,1.224409809,1.205459784,1.175332415,1.117063346,1.110938929,1.016377927,0.992138559,0.92587857,0.826633382,0.752505214,0.699447991,0.707928232,0.637672602,0.590307404,0.570527464,0.54447789,0.516436738,0.50978775,0.578476495,0.606136437,0.583283292,0.546648255,0.521548647,0.515472059,
"Iran, Islamic Rep.",IRN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.603996952,2.51506934,2.120917114,1.705810049,1.425027122,1.706197485,2.712837908,1.748526531,2.120009495,2.237272562,2.473764378,3.345662757,4.210876177,4.145527582,2.338428281,3.150427422,3.268773399,3.756360228,3.834495094,2.880094985,2.137021678,2.190949959,2.242880828,2.082913691,2.114032273,,
Iraq,IRQ,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.675578078,2.242512309,1.897728646,2.186516724,2.183077105,2.658385579,2.58538934,3.178618665,2.803011211,3.443212797,
Iceland,ISL,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.175399869,0.149964252,0.132956359,0.122998803,,
Israel,ISR,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.59762527,14.80736111,15.35750423,14.947907,13.09525295,13.53014358,11.8276274,8.625756902,8.779362127,8.754302607,8.268266115,7.972768313,7.555516581,7.961727931,9.081257153,9.098689162,8.237303598,7.615477103,7.7424548,7.165925412,6.854563955,6.869506956,6.342819544,6.001938098,5.857655365,5.645176664,
Italy,ITA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.207235661,2.152205724,1.984646584,1.958525232,1.899462283,1.936959097,1.857921844,1.654247967,1.790185986,1.833210581,1.853281581,1.897020126,1.962074887,1.892548322,1.922739832,1.925878648,1.896183341,1.808832341,1.719029582,1.631678471,1.724259354,1.752035866,1.694345249,1.673666464,1.6126496,1.518990626,
Jamaica,JAM,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.711327747,0.615327952,0.601001418,1.143205957,0.609692496,0.504949403,0.638773611,0.693794954,0.771466597,0.513573713,0.522630904,0.4928804,0.528211938,0.623944596,0.595764671,0.53600097,0.527865287,0.609050832,0.652621045,0.95346004,0.946873376,0.873467293,0.925900533,0.930275419,0.845390914,
Jordan,JOR,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.363475211,9.070837053,7.750830025,9.972954699,6.923977342,6.976826407,6.539234049,4.454253582,6.025805013,6.132841184,6.276042058,6.284002122,6.253472757,5.894372667,5.44717305,6.005220987,5.143444825,4.795322795,4.655577082,6.033917392,6.105142547,5.895567688,5.175349088,4.805488337,4.029051583,3.559505307,
Japan,JPN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.857081171,0.830038454,0.816658576,0.823204574,0.871585306,0.904601973,0.925680503,0.917268628,0.905974745,0.901952472,0.939624767,0.980385943,0.972031538,0.968661036,0.98307713,0.996081425,0.97910508,0.977569096,0.968053256,0.95189787,0.964267822,1.021992038,0.978887377,1.023740597,1.000399065,0.988069848,
Kazakhstan,KAZ,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.019607043,0.897350643,1.064889222,1.15133346,1.070482928,1.09619801,0.85298154,0.78464508,0.999817479,0.998337702,1.029927459,0.988052352,1.036809572,0.979074131,1.29963173,1.152438368,1.105385125,1.013040397,0.961123846,1.196166013,1.207648898,
Kenya,KEN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.711692405,3.160135231,3.008650098,2.072870964,2.044073702,2.05508631,1.57166525,1.942823347,1.522097448,1.321800359,1.243523511,1.189510568,1.491883555,1.593576294,1.683451278,1.760144621,1.614182837,1.690723834,1.45517741,1.547912496,1.615870431,1.561448035,1.555121185,1.541363352,1.668973097,1.557824519,
Kyrgyz Republic,KGZ,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.642236682,1.531794498,2.586361821,3.458615927,2.988273153,3.112267278,2.66756189,2.685205228,2.878895035,2.346371101,2.726698046,2.865869802,2.84851137,3.07769239,3.168898182,3.057500791,2.904872391,3.176100583,3.846174354,3.398835935,3.207259028,3.244292977,
Cambodia,KHM,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.761288595,3.842342793,3.580869043,3.238454376,3.006309643,2.662043769,2.511947987,2.194191137,1.773732247,1.579210372,1.45669061,1.268754968,1.14932302,1.303219859,1.092968508,1.193755717,2.269099303,1.585615189,1.586365927,1.545475907,1.598500557,
Kiribati,KIR,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.022097207,3.8823478,3.550665204,3.307616998,3.26146973,3.157807747,2.947529738,2.767770816,2.71931872,2.64917927,2.777773039,2.487109546,2.457396237,2.427906804,2.315539999,2.328726277,2.331076303,2.467282737,2.48836867,2.469667612,2.601466991,2.706241983,2.51922852,2.568431605,2.589192284,2.601633963,
Kosovo,,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,KWT,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.994457368,9.001945706,85.29921616,90.1335567,15.15489549,12.66890696,14.10569155,14.33325117,8.250877696,7.72280454,8.599865874,7.765211308,6.110630942,7.326418092,7.610008628,6.658722927,5.805788662,4.344508965,3.54258568,3.591049998,3.006057547,3.973357832,3.757795991,3.502672287,3.413291517,3.313104411,
Latin America & Caribbean (developing only),LAC,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.850040555,2.000298836,3.520528115,1.525315495,1.246118525,1.333446149,1.40477463,1.535847418,1.462448542,1.337821896,1.381755889,1.286840751,1.252198995,1.300625397,1.223057236,1.174022501,1.134383935,1.201807469,1.190181358,1.210393219,1.258151239,1.387583401,1.349374547,1.273280699,1.307807084,1.279021777,
Lao PDR,LAO,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.977216478,7.939011785,7.393031462,6.172926377,4.114298763,3.452662184,2.605123174,1.064921214,0.784550772,0.713294017,0.650379556,0.540482632,0.483047996,0.428848329,0.384822856,0.345220504,0.315107423,0.239564769,0.225932036,0.225514052,0.2134868,,
Lebanon,LBN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.187315632,,7.551951549,5.154888707,7.979787638,6.012986178,6.640833614,6.368134463,5.373543175,4.305154639,4.023098398,4.77062121,5.388162952,5.430901642,4.738154613,4.597853014,4.555239,4.521516936,4.629009678,4.688259109,4.056510435,4.058671399,4.171029668,4.058326023,4.06714508,4.364260485,
Liberia,LBR,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.552248868,,7.362122789,6.235632184,10.55928412,23.25436409,31.24054463,,,,,,,,,0.178704201,0.682500039,1.480000205,0.650653152,0.472595846,0.459715072,0.622455937,0.65436775,0.863444052,0.838681332,0.748046729,
Libya,LBY,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.078026716,5.297441532,3.783860245,3.202488264,2.884391719,2.281746032,2.272727273,2.059907834,1.521885522,1.116182573,0.921232877,1.180701754,,,,3.648596321,,
St. Lucia,LCA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean (all income levels),LCN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.937831668,2.061451263,3.51307221,1.574606661,1.311498684,1.389232019,1.455296687,1.586394212,1.517885049,1.397635842,1.440229458,1.359159288,1.318345224,1.354549737,1.278022695,1.223485077,1.196116816,1.258788978,1.251031059,1.259789081,1.310631195,1.426344385,1.389475377,1.317961092,1.348875116,1.317231483,
Least developed countries: UN classification,LDC,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.751888693,,2.765961794,3.23603443,2.5838885,2.931339411,2.292077196,2.062830156,1.958942157,2.201237083,2.448224815,3.331871743,2.398776059,2.352927389,2.334913059,2.246700145,2.341952508,2.298675243,2.338703974,1.929268613,2.131958413,2.029889762,2.020611232,2.154802688,2.069269885,2.241150153,
Low income,LIC,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.998457334,3.014177275,2.74513095,2.026816388,1.925983316,1.991634158,1.994588152,1.875296649,1.881855301,2.048522777,2.145002856,2.451102218,1.862067332,1.949830382,2.124373887,1.724757991,1.593370468,1.466781103,1.38913743,1.409483639,1.387289286,1.333421119,1.449752248,1.536315193,1.390455078,1.470292508,
Liechtenstein,LIE,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.387580975,1.786487012,2.330756035,3.088533484,3.362466875,3.422977991,3.730028804,5.855291926,5.519913348,4.627793946,4.646429322,4.032680991,5.03325406,4.28450373,3.343445167,2.869734887,2.998793309,2.637821054,2.797174241,3.269354579,3.71824584,3.619222248,3.087023367,2.964858933,2.586245344,2.709286628,
Lower middle income,LMC,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.450526137,3.179465241,3.030929098,2.911693512,2.751463012,2.570827355,2.561195252,2.600227737,2.371440498,2.475901446,2.696988347,2.660976398,2.818278745,2.531927815,2.468101544,2.395278089,2.391180881,2.287069082,2.114528746,2.047667339,2.059765156,2.182932408,1.985225245,1.915956054,1.897050596,1.872501307,
Low & middle income,LMY,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.802135453,2.716438099,3.157524389,2.368430703,2.201446698,2.079257679,2.046589445,2.041027097,1.953543632,1.928258451,1.963347431,2.055526447,1.993096921,2.026834697,2.03368844,1.998418704,1.92316233,1.891567152,1.845557374,1.811938856,1.812992088,1.990127284,1.851196471,1.811261732,1.844545482,1.851357606,
Lesotho,LSO,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.51381781,6.393581081,4.968062456,4.271267103,3.299270073,3.078880407,3.662812383,4.300385109,3.363740023,3.457849571,3.509933775,4.594649786,3.886105741,3.272235014,3.01908136,2.823448752,2.546240703,2.459271346,2.470162219,2.496698528,1.677639472,2.776322901,3.245718238,2.336526403,2.286232264,2.052668913,
Lithuania,LTU,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.778257118,0.495740653,0.45312059,0.50138846,0.745406617,1.228446648,0.970707865,1.228769831,1.373442798,1.280965468,1.132385524,1.195287979,1.164333378,1.163082013,1.124667883,1.140098605,1.093093266,0.889460262,0.799862293,0.776367479,0.774259107,
Luxembourg,LUX,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87641982,0.726247091,0.726142506,0.747364508,0.761933386,0.651359187,0.686320731,0.654912911,0.65656946,0.689558159,0.704836919,0.631563663,0.60115127,0.762822015,0.658756204,0.682747438,0.686000508,0.65834996,0.59152409,0.58131126,0.530348458,0.5513397,0.634988367,0.521098598,0.531817767,0.507859681,
Latvia,LVA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81799591,0.930232558,0.891438316,0.682682618,0.620281232,0.63542494,0.77608368,0.892489532,1.045996248,1.580320666,1.68940639,1.667909977,1.699948118,1.843961474,1.67119875,1.729651515,1.406427296,1.083548244,1.043768213,0.927847008,0.964821281,
"Macao SAR, China",MAC,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.723612052,3.919630786,3.709235015,3.702935611,3.834035149,4.153508537,4.005253628,5.800643046,3.589152144,3.87256697,3.644262913,3.515166761,2.320650972,3.89749579,3.649090983,3.651411573,3.40227518,3.412301797,3.251960703,3.201601937,3.313382004,3.36064354,3.48218855,3.36927039,3.548049117,3.915370346,
Monaco,MCO,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.532674355,0.774784648,0.925968809,0.906689226,0.902777087,0.647425631,0.51129823,0.3951448,0.40259686,0.419846587,0.416381264,0.362140383,0.401042509,0.482634466,0.516567876,0.608694526,0.458383093,0.31578007,0.318159231,0.306026155,0.306045139,
Madagascar,MDG,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.352975744,1.210840694,1.227145029,1.304043188,0.762750622,1.123846517,0.9253597,0.860599612,1.238843027,1.48190046,1.349306708,1.211471068,1.217510105,1.435843753,1.31316813,1.324748906,1.250678521,1.069960141,0.981662509,1.119207744,1.094466151,0.831027998,0.65222884,0.728765302,0.693500802,0.516585685,
Maldives,MDV,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (all income levels),MEA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.900697405,7.170080916,,11.55039443,8.838782709,8.127421071,7.67903834,6.594308404,5.853730341,6.20635361,6.82171469,6.239748859,6.16292413,6.515609001,5.98726074,5.751006195,5.22346427,4.879803043,4.665781752,4.539207444,4.109921805,4.957409446,4.729806611,4.582919242,4.775374544,5.725651629,
