"ï»¿""Data Source""",World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Colombia,COL,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.148090739,1.725423849,2.209794859,2.210160779,2.497385801,3.006959334,2.508408425,2.831626279,4.445376084,2.801799373,3.440977855,3.762741934,3.031683539,3.323872819,3.417127624,3.463988691,3.465015174,3.352873388,3.276130639,3.266739663,3.709744276,3.863294541,3.631148564,3.072783411,3.161061612,3.435773505,
Comoros,COM,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabo Verde,CPV,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.921458857,,,,0.996156323,0.557769741,0.843963058,1.274077201,0.84902739,0.836178851,0.864732816,0.844799646,1.261261698,0.824442042,0.728441126,0.710453146,0.698044079,0.712416822,0.630491126,0.52470317,0.479590098,0.490877611,0.497948605,0.519185528,,0.503114826,
Costa Rica,CRI,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caribbean small states,CSS,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.732211212,,,,,,
Cuba,CUB,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.120903218,6.53027154,6.406278291,6.510730694,,1.812495132,,,,,,,,,,3.506817264,3.410744762,3.869224889,3.238399685,3.228476115,3.3253188,3.381196841,3.326689282,3.288687881,,,
Curacao,CUW,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.68881979,5.368058525,7.374035607,7.264776162,9.129286023,4.074952576,4.023989208,3.230606415,4.792387377,6.004990188,5.067922473,2.968256625,3.025351613,3.387318133,2.304260618,2.168153846,2.141686784,2.243308546,2.105962514,1.85779961,1.793255047,2.000472088,2.066991125,1.929746057,1.822778524,2.078321831,
Czech Republic,CZE,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.016188661,1.980933283,1.789426719,1.68314188,1.603840863,1.756894819,1.863317391,1.882720863,1.755116423,1.829184853,1.898996952,1.716377884,1.793907376,1.578441182,1.434018674,1.240914233,1.321424938,1.206631541,1.08852653,1.074048682,1.029131773,
Germany,DEU,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.514347022,2.411066389,2.397739394,2.12242056,1.976500012,1.799147865,1.646952122,1.588938179,1.55857246,1.499045632,1.4798164,1.484278377,1.44565886,1.40793179,1.412694672,1.400960736,1.349897247,1.331697,1.270395783,1.238591137,1.283179959,1.390953571,1.355668382,1.283020266,1.315247827,1.307679713,
Djibouti,DJI,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.847485683,7.596903161,6.879119075,6.871325994,7.033815515,6.665732989,6.246030429,5.948720268,4.964975226,5.282305006,5.192776067,4.995135018,4.721059396,4.550253316,5.624683499,6.713679914,5.60844773,6.328460604,6.440045373,4.071191097,3.630844437,,,,,,
Dominica,DMA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.015806743,1.951669297,1.91887815,1.922737154,1.858501456,1.876030623,1.741183098,1.685314665,1.644816658,1.615961205,1.608026388,1.564854723,1.457444051,1.53238072,1.508149852,1.46685125,1.424441992,1.311031511,1.377121351,1.306932128,1.357961711,1.35642341,1.408168019,1.32316718,1.372256705,1.355602995,
Dominican Republic,DOM,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.879743036,0.799660361,0.676558582,0.348386888,0.559476286,0.75028467,0.726863826,0.544012404,0.630363597,0.783095058,0.779998124,0.81630207,1.043260412,1.248071998,1.090538179,0.777360241,0.70800214,0.81421409,0.724574402,0.628962686,0.701826704,0.669974647,0.669024302,0.599463153,0.592723083,0.606085796,
Algeria,DZA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.745350428,1.535553959,1.457358755,1.231497962,2.194237699,2.555746147,3.137780742,2.953883203,3.093385205,3.632832286,3.956897932,3.767525072,3.443676527,3.832402781,3.692424734,3.255703464,3.285024661,2.829945008,2.646549503,2.918885019,3.024347765,3.85231767,3.519140652,4.345787642,4.56352877,4.951468119,
East Asia & Pacific (developing only),EAP,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.359575962,2.352064341,2.232473617,2.287077284,1.955285648,1.840181994,1.763515047,1.738191347,1.636954195,1.698318284,1.745777805,1.793715796,1.859748172,1.957396295,1.948749877,1.87773999,1.84188435,1.857191501,1.872242768,1.854892438,2.046047933,1.880660629,1.838749307,1.879469836,1.912539065,
East Asia & Pacific (all income levels),EAS,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.411537554,1.517270499,1.512332568,1.461796778,1.50280483,1.4681924,1.409054107,1.403253103,1.437879379,1.427212133,1.433534548,1.441447119,1.414013695,1.471082732,1.516908077,1.527830261,1.500937756,1.535153065,1.577293979,1.612038216,1.625662565,1.738708812,1.644981626,1.649259725,1.667961175,1.726798934,
Europe & Central Asia (developing only),ECA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.716288126,,,3.409722312,2.742249877,3.007236672,2.921438169,3.038730072,3.266309011,2.837789509,3.171596901,3.078309281,2.880256797,2.939859919,2.677709773,2.342878304,2.207046354,2.174893402,2.137165718,2.071740577,2.174185003,2.03011379,1.93904778,2.036618155,2.05015821,
Europe & Central Asia (all income levels),ECS,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.738565434,4.202454846,3.591742178,2.506117206,2.47616646,2.383814372,2.287889486,2.124120317,2.105498689,2.095445969,1.968725257,1.946883199,1.924757665,1.89463068,1.926301019,1.907556876,1.854966689,1.824130966,1.795137508,1.768434357,1.801711099,1.914036656,1.844491054,1.785117107,1.833676023,1.815270063,
Ecuador,ECU,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.517749622,1.361262503,1.326157813,1.230856863,1.166700424,1.458061091,1.282089748,1.945073738,1.661789704,1.772774252,1.962964263,1.507477547,1.452075953,1.569375982,1.768891985,2.278553365,1.940332799,2.298402791,2.029825877,2.56823582,2.665041736,3.117418088,3.010551292,3.095488478,2.955831062,2.966995357,
"Egypt, Arab Rep.",EGY,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.275764124,5.112571406,5.244560705,5.183182129,4.762041697,4.49871134,4.354857143,4.05245098,3.384917175,3.474990598,3.353514266,3.291287386,3.401646575,3.386674101,3.518870386,3.488143715,3.025757247,2.853853307,2.740327025,2.502148228,2.293020659,2.137305699,1.998508205,1.855079863,1.682020181,1.667598243,
Euro area,EMU,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.583136315,2.484884738,2.397562851,2.280593631,2.169559183,2.117162043,2.015953249,1.904825555,1.891465665,1.856447679,1.797462279,1.779103025,1.740811751,1.693631498,1.693477304,1.688075984,1.669520702,1.62383307,1.582985113,1.534491473,1.572573539,1.670785354,1.581202491,1.513160396,1.506254043,1.462000128,
Eritrea,ERI,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.03057304,13.4037616,20.84178088,21.95708388,12.8271012,35.27382517,39.61541886,32.65272951,22.14149251,20.66794909,20.86574531,,,,,,,,,,,
Spain,ESP,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.911781469,1.885842782,1.691869683,1.583758868,1.440533507,1.582865156,1.40330028,1.411382057,1.344284333,1.30296555,1.219402139,1.193304572,1.175860735,1.139625576,1.122932704,1.068736683,1.060110051,1.021743756,1.141497697,1.130544121,1.142798782,1.130270223,1.029870119,0.935592993,1.026197025,0.916143163,
Estonia,EST,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.959536214,0.875422062,1.049354133,1.069224278,1.289171149,1.375892547,1.507873252,1.675354885,1.747429726,1.699909338,1.900504166,1.856790416,2.001095985,2.093662991,2.21022294,1.704307151,1.706924689,1.927796098,1.926484086,
Ethiopia,ETH,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.616036129,7.328511145,5.987478623,2.443469429,2.550446722,2.356705199,1.839445761,1.610869503,1.546054436,3.923596905,8.058727037,11.82914506,4.924074032,3.807504433,3.490533571,3.313711297,3.075838945,2.763545851,2.266839782,1.863148517,1.489569375,1.18355396,1.133782467,1.090707446,0.868830427,0.809554367,
